city,floorNumber,floorsTotal,totalArea,price,rooms
Санкт-Петербург,6,10.0,27.0,7200000,1
Санкт-Петербург,9,23.0,28.0,7500000,1
Санкт-Петербург,3,17.0,25.4,5050000,1
Санкт-Петербург,2,5.0,28.0,8600000,1
Ярославль,1,12.0,28.0,5000000,1
Краснодар,1,5.0,29.0,5500000,1
Краснодар,2,6.0,27.0,5800000,1
Санкт-Петербург,11,19.0,29.0,6310000,1
Иркутск,1,16.0,27.0,1100000,5
Иркутск,17,17.0,31.3,4820000,1
Москва,23,25.0,30.0,8600000,2
Краснодар,1,5.0,31.0,5500000,1
Иркутск,2,9.0,31.0,5999999,1
Санкт-Петербург,6,9.0,31.0,6100000,1
Санкт-Петербург,6,9.0,31.0,6200000,1
Краснодар,5,8.0,31.0,6150000,1
Ярославль,9,9.0,31.6,5400000,2
Ярославль,9,9.0,30.0,5450000,1
Краснодар,3,5.0,30.3,5850000,2
Иркутск,3,9.0,32.0,7200000,1
Ярославль,8,9.0,32.0,6850000,1
Краснодар,6,9.0,30.1,6000000,1
Иркутск,3,9.0,32.0,5600000,1
Ярославль,5,9.0,31.0,6100000,1
Москва,3,25.0,31.4,6370000,3
Краснодар,5,6.0,31.6,7400000,1
Иркутск,9,9.0,32.0,4700000,1
Иркутск,2,9.0,32.0,4950000,1
Иркутск,8,17.0,31.0,4999000,1
Краснодар,5,9.0,30.5,5200000,1
Иркутск,1,9.0,32.0,5399000,1
Иркутск,1,9.0,32.0,5500000,1
Ярославль,2,9.0,31.6,5599000,2
Краснодар,2,5.0,32.0,5500000,1
Иркутск,12,12.0,30.6,5600000,1
Ярославль,3,9.0,32.0,5600000,1
Ярославль,8,9.0,32.0,5650000,2
Краснодар,4,5.0,30.0,5650000,1
Иркутск,4,9.0,32.0,5700000,1
Краснодар,1,5.0,31.0,5700000,1
Краснодар,8,9.0,30.0,5800000,1
Краснодар,3,5.0,30.2,5850000,1
Краснодар,6,9.0,30.1,5850000,1
Иркутск,1,9.0,32.0,5850000,1
Иркутск,2,9.0,32.0,5900000,1
Иркутск,3,9.0,32.0,5900000,1
Иркутск,3,5.0,32.0,5950000,1
Краснодар,6,9.0,30.1,5900000,1
Иркутск,7,9.0,31.9,6000000,1
Краснодар,6,9.0,30.0,6000000,1
Иркутск,13,17.0,32.0,6000000,28
Ярославль,2,5.0,32.0,6150000,1
Краснодар,5,5.0,31.0,6200000,1
Санкт-Петербург,4,9.0,31.0,6200000,1
Иркутск,2,5.0,32.0,6250000,1
Санкт-Петербург,9,9.0,30.7,6200000,1
Иркутск,1,9.0,30.7,6300000,1
Иркутск,3,5.0,31.7,6300000,2
Краснодар,5,8.0,30.0,6350000,1
Иркутск,5,9.0,32.0,6750000,1
Иркутск,4,5.0,32.0,6800000,1
Ярославль,1,9.0,31.5,6930000,1
Москва,16,32.0,32.0,6900000,2
Ярославль,1,9.0,31.5,6930000,1
Краснодар,5,5.0,31.0,7000000,1
Краснодар,4,5.0,30.0,7200000,2
Санкт-Петербург,8,17.0,30.0,7690000,1
Краснодар,3,9.0,31.1,8100000,1
Москва,2,10.0,30.0,8200000,1
Санкт-Петербург,3,10.0,31.5,8500000,1
Санкт-Петербург,6,9.0,32.0,8850000,1
Санкт-Петербург,8,20.0,31.0,9800000,1
Москва,2,21.0,32.0,9990000,1
Краснодар,4,4.0,32.0,5000000,1
Иркутск,5,9.0,32.0,5200000,1
Ярославль,1,9.0,31.8,5500000,1
Краснодар,4,5.0,30.0,5550000,1
Иркутск,16,17.0,31.1,5600000,1
Краснодар,5,5.0,32.0,5700000,1
Иркутск,16,17.0,32.0,5700000,1
Ярославль,1,9.0,32.0,5850000,1
Иркутск,5,9.0,32.0,5900000,1
Ярославль,7,9.0,31.4,6000000,1
Краснодар,2,5.0,31.2,6000000,1
Ярославль,5,5.0,31.0,6100000,1
Краснодар,5,8.0,31.0,6150000,1
Санкт-Петербург,4,9.0,31.0,6250000,1
Краснодар,1,5.0,30.0,6300000,1
Иркутск,11,12.0,31.2,6300000,1
Краснодар,6,9.0,31.0,6400000,1
Санкт-Петербург,4,9.0,31.0,6500000,1
Иркутск,5,5.0,31.0,6500000,1
Ярославль,7,9.0,31.5,6500000,1
Иркутск,1,5.0,31.7,6500000,1
Ярославль,8,9.0,32.0,6900000,1
Иркутск,5,9.0,31.0,7300000,1
Краснодар,6,9.0,30.1,6000000,1
Иркутск,5,14.0,30.9,7950000,1
Краснодар,3,4.0,33.1,5800000,1
Ярославль,5,9.0,33.0,5300000,1
Иркутск,5,9.0,33.0,5950000,1
Иркутск,4,16.0,34.0,6200000,1
Краснодар,9,9.0,33.1,6300000,1
Краснодар,7,9.0,34.0,6400000,1
Иркутск,7,9.0,33.0,5390000,1
Иркутск,5,9.0,33.0,7350000,1
Ярославль,1,14.0,33.5,4800000,1
Иркутск,6,9.0,33.0,5250000,1
Иркутск,4,9.0,33.0,5500000,1
Иркутск,6,9.0,33.0,5600000,1
Ярославль,3,9.0,33.0,5600000,1
Иркутск,9,9.0,33.0,5800000,1
Иркутск,9,9.0,33.2,5890000,1
Краснодар,3,5.0,33.0,5850000,2
Иркутск,4,9.0,34.0,6100000,1
Иркутск,7,9.0,33.2,6300000,1
Иркутск,3,12.0,34.0,6300000,1
Иркутск,10,12.0,33.0,6300000,1
Краснодар,9,9.0,33.1,6300000,1
Иркутск,5,9.0,33.0,6499000,1
Иркутск,9,9.0,33.0,6450000,1
Иркутск,6,9.0,33.0,6500000,2
Иркутск,5,9.0,33.0,6600000,1
Краснодар,4,9.0,34.0,6700000,1
Санкт-Петербург,18,25.0,33.0,6700000,4
Иркутск,2,9.0,33.0,6750000,1
Иркутск,2,9.0,33.0,6800000,1
Ярославль,1,9.0,33.0,6930000,1
Ярославль,7,9.0,33.0,7300000,2
Иркутск,4,9.0,33.0,7350000,1
Иркутск,5,9.0,33.0,7390000,1
Иркутск,8,9.0,33.0,7800000,1
Краснодар,3,4.0,33.0,8100000,1
Ярославль,15,16.0,34.0,8600000,1
Иркутск,8,9.0,33.0,5200000,1
Иркутск,1,9.0,33.0,5490000,1
Иркутск,3,9.0,33.0,5600000,1
Иркутск,7,9.0,33.0,5600000,1
Санкт-Петербург,6,9.0,34.0,5700000,1
Иркутск,5,5.0,33.0,6000000,1
Иркутск,13,17.0,34.0,6000000,1
Иркутск,6,9.0,33.0,6000000,1
Краснодар,2,4.0,34.0,6100000,1
Иркутск,3,5.0,33.0,6100000,1
Иркутск,2,16.0,34.0,6200000,1
Иркутск,3,9.0,33.0,6200000,1
Иркутск,2,12.0,34.0,6499999,1
Краснодар,2,9.0,34.0,6500000,1
Иркутск,7,17.0,34.0,6590000,1
Краснодар,2,9.0,33.0,6600000,1
Иркутск,6,9.0,33.0,6700000,1
Краснодар,9,9.0,34.0,6750000,1
Иркутск,6,9.0,33.0,6990000,1
Краснодар,2,6.0,34.0,7000000,1
Краснодар,2,9.0,33.61,7300000,1
Иркутск,1,9.0,33.0,7500000,1
Иркутск,5,9.0,33.0,5800000,1
Иркутск,2,9.0,33.0,6100000,1
Иркутск,9,9.0,33.0,6100000,1
Краснодар,9,9.0,33.1,6300000,1
Иркутск,7,17.0,35.5,5110375,1
Иркутск,2,16.0,37.0,6820000,1
Иркутск,3,16.0,35.0,7800000,1
Иркутск,7,10.0,36.0,5999000,1
Иркутск,7,12.0,35.0,6100000,1
Иркутск,2,9.0,35.0,6590000,1
Иркутск,2,22.0,37.0,6840000,1
Санкт-Петербург,7,17.0,36.1,7050000,1
Санкт-Петербург,17,32.0,37.0,6300000,1
Иркутск,4,16.0,36.4,6000000,1
Ярославль,7,12.0,35.2,5500000,1
Краснодар,1,5.0,35.4,5700000,1
Краснодар,1,9.0,35.0,5850000,1
Иркутск,9,16.0,37.0,5900000,1
Иркутск,5,14.0,36.0,5900000,1
Ярославль,1,12.0,35.0,6000000,1
Краснодар,1,10.0,35.0,6500000,1
Санкт-Петербург,24,32.0,36.0,6600000,1
Краснодар,1,4.0,36.5,6900000,1
Краснодар,5,14.0,36.0,6950000,1
Ярославль,10,16.0,35.0,7600000,1
Ярославль,10,12.0,35.0,7950000,1
Санкт-Петербург,22,23.0,35.3,8850000,3
Москва,12,27.0,36.0,8999999,1
Санкт-Петербург,22,23.0,35.4,8950000,3
Иркутск,16,16.0,35.2,6400000,1
Иркутск,11,12.0,36.0,7100000,1
Ярославль,1,12.0,35.0,6150000,1
Иркутск,5,9.0,36.0,6200000,1
Санкт-Петербург,2,25.0,36.0,6500000,1
Ярославль,13,14.0,35.3,6300000,1
Санкт-Петербург,16,16.0,35.2,6680000,1
Иркутск,17,17.0,36.0,6900000,1
Иркутск,6,9.0,36.0,7000000,1
Иркутск,3,18.0,37.0,7700000,1
Краснодар,3,5.0,35.6,6000000,1
Иркутск,3,12.0,35.0,6200000,1
Санкт-Петербург,11,17.0,35.7,6300000,1
Иркутск,8,9.0,35.0,6450000,1
Иркутск,5,10.0,36.0,6900000,1
Москва,12,27.0,36.0,8999999,1
Иркутск,14,16.0,35.0,4800000,1
Иркутск,2,12.0,35.0,5200000,1
Иркутск,16,17.0,37.0,5400000,1
Ярославль,4,12.0,35.5,5688000,1
Иркутск,1,12.0,35.0,5799000,1
Иркутск,10,17.0,37.0,5800000,1
Санкт-Петербург,3,17.0,36.3,5800000,1
Иркутск,5,17.0,36.1,5890000,1
Иркутск,4,12.0,35.0,5950000,1
Иркутск,17,17.0,37.0,5900000,1
Иркутск,14,17.0,35.0,5900000,1
Иркутск,7,10.0,36.0,5999900,1
Санкт-Петербург,17,17.0,37.0,5900000,1
Иркутск,14,14.0,36.2,5900000,1
Ярославль,9,9.0,35.0,6000000,1
Иркутск,15,17.0,37.0,6150000,1
Иркутск,5,14.0,37.0,6200000,1
Иркутск,14,17.0,36.5,6250000,1
Иркутск,2,19.0,37.0,6200000,1
Иркутск,1,12.0,37.0,6200000,1
Иркутск,3,12.0,35.0,6300000,1
Ярославль,6,12.0,35.0,6300000,1
Ярославль,2,12.0,35.0,6350000,1
Санкт-Петербург,3,17.0,36.1,6499000,1
Ярославль,7,12.0,36.0,6400000,1
Санкт-Петербург,11,16.0,36.0,6400000,1
Санкт-Петербург,16,32.0,37.0,6450000,1
Краснодар,12,17.0,36.0,6400000,1
Краснодар,4,9.0,37.0,6450000,3
Иркутск,17,17.0,37.0,6500000,1
Санкт-Петербург,18,32.0,37.0,6500000,1
Иркутск,1,12.0,35.0,6500000,3
Санкт-Петербург,12,17.0,36.0,6500000,1
Ярославль,4,12.0,35.1,6500000,1
Санкт-Петербург,9,12.0,36.0,6500000,1
Санкт-Петербург,13,32.0,37.0,6550000,1
Санкт-Петербург,11,17.0,36.0,6600000,1
Иркутск,7,12.0,35.1,6700000,1
Иркутск,6,17.0,37.0,6700000,1
Санкт-Петербург,2,25.0,36.0,6700000,1
Ярославль,10,12.0,36.0,6750000,1
Санкт-Петербург,10,33.0,37.0,6750000,1
Москва,24,25.0,36.0,6870000,1
Санкт-Петербург,19,24.0,36.7,6800000,1
Санкт-Петербург,14,16.0,36.0,6800000,1
Иркутск,8,12.0,36.0,6850000,1
Санкт-Петербург,17,17.0,36.0,6950000,1
Иркутск,2,23.0,36.0,7000000,1
Иркутск,2,23.0,36.0,7100000,1
Санкт-Петербург,10,17.0,36.0,7100000,1
Санкт-Петербург,10,17.0,36.0,7100000,1
Иркутск,12,16.0,36.0,7300000,1
Иркутск,12,16.0,36.0,7300000,1
Иркутск,1,7.0,36.3,7300000,1
Краснодар,1,5.0,36.0,7300000,1
Иркутск,5,9.0,37.0,7450000,1
Иркутск,3,17.0,36.0,7500000,1
Санкт-Петербург,21,25.0,35.8,7500000,1
Санкт-Петербург,3,16.0,35.1,7500000,1
Иркутск,5,9.0,37.0,7700000,1
Иркутск,14,16.0,37.0,7900000,1
Санкт-Петербург,17,24.0,36.0,8000000,1
Краснодар,1,9.0,36.0,8250000,1
Иркутск,4,16.0,35.0,8700000,1
Иркутск,12,12.0,35.0,8650000,1
Санкт-Петербург,4,17.0,35.7,8750000,1
Москва,12,27.0,36.0,8999999,1
Краснодар,4,12.0,36.0,9300000,1
Краснодар,4,9.0,36.8,9600000,1
Москва,12,12.0,35.0,10800000,1
Санкт-Петербург,10,17.0,36.0,4930000,1
Санкт-Петербург,2,17.0,35.0,4950000,1
Иркутск,3,16.0,37.0,5390000,1
Иркутск,12,17.0,37.0,5700000,1
Иркутск,9,19.0,36.6,5700000,1
Иркутск,3,15.0,35.0,5800000,1
Ярославль,2,12.0,35.0,5900000,1
Ярославль,4,12.0,35.0,5950000,1
Иркутск,17,17.0,37.0,6000000,1
Санкт-Петербург,7,10.0,37.0,6000000,1
Ярославль,7,12.0,35.3,6000000,1
Иркутск,4,16.0,35.0,6000000,1
Иркутск,15,16.0,36.0,6100000,1
Иркутск,8,17.0,36.0,6100000,1
Ярославль,5,12.0,35.2,6100000,1
Ярославль,9,9.0,37.0,6150000,1
Санкт-Петербург,14,17.0,36.5,6250000,1
Иркутск,1,17.0,37.0,6250000,1
Иркутск,12,12.0,36.0,6200000,1
Ярославль,2,14.0,36.0,6200000,1
Ярославль,3,12.0,35.0,6298000,1
Ярославль,2,12.0,36.0,6250000,1
Иркутск,5,17.0,35.5,6280000,1
Иркутск,6,17.0,37.0,6200000,1
Краснодар,7,9.0,35.0,6200000,1
Ярославль,2,9.0,36.5,6300000,1
Иркутск,6,17.0,37.0,6300000,1
Иркутск,1,9.0,36.4,6300000,1
Иркутск,1,12.0,36.0,6300000,1
Иркутск,3,14.0,37.0,6300000,1
Иркутск,12,12.0,35.0,6390000,1
Иркутск,6,12.0,36.8,6400000,2
Иркутск,6,17.0,37.0,6450000,1
Санкт-Петербург,13,32.0,37.0,6400000,1
Санкт-Петербург,12,17.0,36.0,6400000,1
Санкт-Петербург,24,32.0,36.0,6500000,1
Иркутск,16,16.0,37.0,6500000,1
Санкт-Петербург,24,32.0,36.0,6500000,1
Иркутск,9,16.0,36.6,6500000,1
Краснодар,4,9.0,35.1,6500000,1
Иркутск,10,16.0,37.0,6500000,1
Ярославль,11,12.0,35.0,6500000,1
Иркутск,12,14.0,35.0,6500000,1
Ярославль,2,16.0,35.0,6500000,1
Иркутск,1,9.0,35.0,6500000,1
Ярославль,6,12.0,35.0,6550000,1
Ярославль,10,12.0,36.0,6600000,1
Ярославль,12,12.0,35.0,6600000,1
Иркутск,24,28.0,36.0,6699000,1
Иркутск,11,12.0,35.0,6700000,1
Краснодар,2,4.0,36.0,6700000,1
Иркутск,12,14.0,35.0,6700000,1
Ярославль,5,12.0,37.0,6650000,1
Краснодар,2,10.0,36.0,6650000,1
Иркутск,2,10.0,36.0,6650000,1
Иркутск,17,17.0,36.0,6895000,1
Иркутск,2,17.0,38.4,5202472,1
Иркутск,5,17.0,38.0,6400000,1
Иркутск,16,16.0,38.0,6100000,1
Иркутск,3,15.0,39.0,6700000,1
Иркутск,2,9.0,38.0,6830000,1
Иркутск,12,16.0,38.0,7000000,1
Ярославль,9,12.0,39.0,7400000,2
Иркутск,21,22.0,38.4,7600000,1
Санкт-Петербург,12,19.0,39.0,8600000,1
Иркутск,3,12.0,38.0,6900000,1
Иркутск,4,14.0,39.0,6850000,1
Иркутск,8,22.0,38.5,5850000,1
Иркутск,10,17.0,38.0,6000000,1
Иркутск,6,17.0,39.0,6200000,1
Иркутск,7,17.0,38.0,6290000,1
Иркутск,9,12.0,38.5,6200000,1
Иркутск,11,12.0,38.8,6350000,1
Иркутск,10,17.0,38.0,6450000,1
Иркутск,17,17.0,38.7,6400000,1
Иркутск,20,22.0,38.0,6500000,1
Иркутск,12,17.0,38.3,7100000,1
Иркутск,9,22.0,39.0,7300000,1
Иркутск,13,17.0,38.0,7300000,1
Иркутск,15,17.0,39.0,7350000,1
Иркутск,16,17.0,38.0,7700000,1
Иркутск,10,17.0,38.2,7700000,1
Иркутск,8,12.0,39.0,7750000,1
Иркутск,14,17.0,38.2,10600000,1
Иркутск,2,14.0,39.0,6800000,1
Краснодар,8,15.0,38.0,7100000,1
Иркутск,10,10.0,38.9,6250000,1
Иркутск,8,8.0,38.6,6200000,1
Иркутск,9,15.0,38.0,6400000,1
Иркутск,14,17.0,38.0,6600000,1
Иркутск,14,14.0,38.0,7070000,1
Иркутск,9,14.0,38.0,6100000,1
Иркутск,14,17.0,38.0,6600000,1
Иркутск,7,17.0,39.0,6800000,1
Иркутск,6,19.0,39.0,7250000,1
Ярославль,8,12.0,39.0,7750000,1
Иркутск,9,17.0,38.0,7950000,1
Иркутск,14,17.0,38.1,8650000,1
Иркутск,12,12.0,38.6,4042000,1
Иркутск,14,14.0,38.6,4500000,1
Иркутск,7,17.0,38.0,5200000,1
Иркутск,6,17.0,39.0,5200000,1
Иркутск,6,12.0,39.0,5350000,1
Иркутск,12,12.0,39.0,5400000,1
Иркутск,14,17.0,38.0,5400000,1
Иркутск,17,17.0,39.0,5600000,1
Санкт-Петербург,2,17.0,38.0,5699000,1
Иркутск,1,12.0,39.0,5800000,1
Иркутск,13,22.0,38.5,5990000,1
Иркутск,1,17.0,38.0,5990000,1
Иркутск,4,17.0,39.0,5990000,1
Иркутск,3,17.0,38.0,5900000,1
Ярославль,3,12.0,39.0,5900000,1
Иркутск,11,22.0,38.6,6000000,1
Иркутск,10,17.0,38.0,6000000,1
Иркутск,17,17.0,39.0,6050000,1
Иркутск,2,19.0,38.0,6050000,1
Ярославль,7,9.0,38.0,6100000,1
Иркутск,1,17.0,38.0,6100000,1
Иркутск,9,12.0,39.0,6100000,1
Иркутск,15,17.0,39.0,6190000,1
Иркутск,7,17.0,38.2,6150000,1
Иркутск,1,17.0,38.0,6170000,1
Иркутск,1,14.0,39.0,6150000,1
Иркутск,4,17.0,39.0,6200000,1
Иркутск,17,17.0,38.0,6200000,1
Иркутск,9,12.0,38.5,6200000,1
Краснодар,2,17.0,38.0,6200000,1
Иркутск,5,19.0,38.0,6250000,1
Иркутск,12,17.0,38.0,6250000,1
Иркутск,2,19.0,38.0,6250000,1
Иркутск,16,17.0,38.5,6200000,1
Иркутск,3,17.0,38.4,6200000,1
Иркутск,7,10.0,39.0,6200000,1
Иркутск,2,12.0,38.5,6200000,1
Иркутск,12,17.0,38.0,6250000,1
Иркутск,1,22.0,38.1,6300000,1
Иркутск,18,25.0,38.5,6300000,1
Иркутск,6,17.0,38.0,6300000,1
Иркутск,11,17.0,38.0,6300000,1
Иркутск,2,12.0,39.0,6300000,1
Ярославль,8,14.0,38.4,6399000,2
Иркутск,4,17.0,38.0,6350000,1
Иркутск,12,16.0,38.4,6370000,1
Иркутск,11,22.0,39.0,6390000,1
Иркутск,10,17.0,38.0,6390000,1
Иркутск,10,17.0,38.0,6390000,1
Иркутск,10,17.0,38.0,6450000,1
Иркутск,8,9.0,38.5,6495000,1
Санкт-Петербург,13,32.0,38.0,6450000,1
Санкт-Петербург,13,32.0,38.0,6450000,1
Иркутск,2,17.0,38.0,6499999,1
Иркутск,8,12.0,39.0,6490000,1
Иркутск,7,14.0,38.3,6490000,1
Иркутск,3,14.0,39.0,6400000,1
Иркутск,10,14.0,38.0,6500000,1
Иркутск,5,17.0,38.5,6500000,1
Иркутск,14,17.0,38.0,6500000,1
Санкт-Петербург,12,17.0,39.0,6500000,1
Иркутск,4,17.0,38.0,6500000,1
Иркутск,8,14.0,38.0,6500000,2
Иркутск,20,22.0,39.0,6500000,1
Иркутск,1,8.0,39.0,6500000,1
Иркутск,6,15.0,38.6,6500000,1
Иркутск,13,14.0,39.0,6600000,1
Иркутск,14,17.0,38.0,6600000,1
Ярославль,10,12.0,38.0,6600000,1
Иркутск,6,14.0,39.0,6600000,1
Иркутск,4,12.0,39.0,6700000,1
Ярославль,6,16.0,38.0,6700000,1
Иркутск,5,17.0,38.0,6690000,1
Иркутск,4,12.0,39.0,6700000,1
Ярославль,5,12.0,38.2,6650000,1
Иркутск,4,17.0,38.0,6670000,1
Ярославль,6,14.0,38.0,6760000,1
Иркутск,5,14.0,39.0,6850000,1
Иркутск,9,14.0,38.0,6800000,1
Иркутск,9,12.0,39.0,6800000,2
Краснодар,12,14.0,38.0,6800000,1
Иркутск,2,17.0,39.0,6800000,1
Краснодар,2,9.0,38.0,6800000,2
Ярославль,4,12.0,38.0,6850000,1
Краснодар,12,14.0,39.0,6900000,1
Краснодар,9,9.0,38.0,6900000,1
Иркутск,11,22.0,38.3,6900000,1
Иркутск,6,22.0,39.0,6900000,1
Иркутск,5,17.0,38.7,6950000,1
Иркутск,8,12.0,38.5,6950000,1
Иркутск,8,12.0,38.0,6990000,1
Иркутск,3,14.0,39.0,6990000,1
Иркутск,9,12.0,39.0,7000000,1
Ярославль,4,9.0,38.0,7100000,1
Санкт-Петербург,2,14.0,39.0,7100000,1
Ярославль,5,12.0,38.6,7100000,1
Иркутск,9,9.0,38.0,7100000,1
Иркутск,9,17.0,38.0,7100000,1
Ярославль,7,12.0,39.0,7100000,1
Иркутск,2,12.0,38.0,7200000,1
Иркутск,12,16.0,38.0,7200000,1
Иркутск,12,16.0,38.0,7200000,1
Иркутск,7,12.0,38.0,7150000,1
Иркутск,13,17.0,38.2,7200000,1
Иркутск,15,17.0,38.3,7200000,1
Ярославль,2,9.0,38.0,7200000,1
Ярославль,9,16.0,38.0,7300000,1
Краснодар,3,5.0,38.0,7300000,1
Иркутск,9,17.0,38.1,7300000,1
Иркутск,6,19.0,38.5,7320000,1
Иркутск,5,17.0,38.0,7300000,1
Ярославль,7,9.0,39.0,7400000,2
Иркутск,12,12.0,38.5,7400000,1
Ярославль,12,12.0,39.0,7400000,1
Иркутск,5,9.0,38.0,7450000,1
Иркутск,12,12.0,38.0,7450000,1
Ярославль,12,12.0,38.5,7450000,1
Иркутск,15,17.0,38.0,7500000,1
Иркутск,8,22.0,38.0,7590000,1
Иркутск,5,14.0,38.2,7500000,1
Иркутск,9,16.0,38.0,7500000,1
Ярославль,2,12.0,39.0,7500000,2
Иркутск,11,17.0,39.0,7500000,1
Иркутск,5,22.0,39.0,7550000,1
Санкт-Петербург,15,15.0,38.0,7500000,1
Санкт-Петербург,11,25.0,38.0,7600000,1
Иркутск,9,9.0,38.0,7800000,1
Санкт-Петербург,6,25.0,38.8,7990000,1
Иркутск,1,9.0,38.0,7950000,1
Иркутск,6,9.0,39.0,8200000,1
Краснодар,7,14.0,38.0,8500000,1
Краснодар,7,14.0,38.0,8500000,1
Иркутск,5,9.0,38.0,8574000,1
Москва,32,33.0,38.0,8699000,1
Иркутск,2,9.0,39.0,8750000,1
Иркутск,4,17.0,40.0,6050000,1
Санкт-Петербург,7,24.0,40.0,7100000,1
Санкт-Петербург,8,17.0,40.1,7600000,1
Иркутск,10,17.0,40.0,6000000,1
Иркутск,10,12.0,41.7,6850000,1
Иркутск,14,14.0,40.0,5300000,1
Иркутск,7,12.0,40.0,5600000,1
Иркутск,1,14.0,40.0,6000000,1
Иркутск,17,17.0,40.0,6050000,1
Краснодар,5,5.0,42.0,6150000,4
Иркутск,3,14.0,42.0,6500000,1
Иркутск,4,22.0,40.2,6500000,1
Иркутск,14,14.0,40.5,6700000,1
Краснодар,3,5.0,41.0,7100000,3
Краснодар,5,17.0,40.0,7180000,1
Санкт-Петербург,18,24.0,40.0,7300000,1
Иркутск,14,15.0,41.0,7300000,1
Москва,3,9.0,40.0,8100000,1
Санкт-Петербург,10,25.0,41.3,8200000,1
Иркутск,3,17.0,40.0,8200000,1
Санкт-Петербург,4,10.0,41.4,11000000,1
Иркутск,1,12.0,41.0,7100000,2
Санкт-Петербург,18,25.0,40.0,8200000,1
Санкт-Петербург,11,14.0,42.0,9500000,1
Краснодар,5,5.0,40.0,9500000,3
Иркутск,8,17.0,41.0,12600000,1
Краснодар,3,5.0,42.0,4900000,3
Иркутск,7,9.0,42.0,5600000,1
Краснодар,10,14.0,40.0,5650000,1
Иркутск,2,17.0,40.0,5900000,1
Краснодар,18,25.0,42.0,5999000,1
Иркутск,15,25.0,41.6,6000000,1
Иркутск,9,17.0,41.0,6000000,1
Иркутск,12,16.0,40.0,6149000,1
Иркутск,13,17.0,40.0,6150000,1
Иркутск,9,25.0,40.0,6200000,1
Иркутск,14,19.0,40.0,6200000,1
Иркутск,17,17.0,40.0,6250000,1
Иркутск,3,17.0,40.0,6250000,1
Иркутск,16,17.0,40.0,6250000,1
Иркутск,7,17.0,40.0,6300000,1
Иркутск,19,25.0,42.0,6300000,1
Иркутск,7,17.0,40.0,6350000,1
Иркутск,3,14.0,40.0,6350000,1
Иркутск,15,17.0,40.0,6400000,1
Иркутск,15,17.0,40.0,6470000,1
Иркутск,2,14.0,40.0,6400000,1
Иркутск,13,17.0,40.0,6600000,1
Иркутск,6,25.0,41.1,6680000,1
Иркутск,3,8.0,40.5,6650000,1
Иркутск,3,5.0,42.0,6850000,3
Краснодар,5,5.0,42.0,6800000,4
Иркутск,22,22.0,40.0,6850000,1
Краснодар,8,14.0,40.0,6940000,1
Краснодар,9,16.0,40.0,6900000,1
Краснодар,8,14.0,40.0,6950000,1
Краснодар,4,8.0,42.0,7000000,2
Иркутск,12,12.0,40.0,7100000,1
Санкт-Петербург,12,25.0,42.0,7200000,1
Иркутск,3,12.0,41.0,7200000,1
Краснодар,3,5.0,41.0,7200000,2
Иркутск,14,17.0,41.0,7250000,1
Иркутск,9,12.0,40.2,7300000,1
Санкт-Петербург,1,17.0,40.0,7350000,1
Иркутск,7,9.0,42.0,7490000,3
Иркутск,4,5.0,41.2,7650000,3
Краснодар,7,12.0,41.0,7700000,1
Краснодар,5,5.0,41.0,7700000,4
Иркутск,13,14.0,40.4,7650000,1
Иркутск,6,18.0,40.0,8000000,1
Санкт-Петербург,10,25.0,42.0,8150000,1
Санкт-Петербург,10,25.0,42.0,8150000,2
Санкт-Петербург,10,25.0,41.3,8200000,3
Иркутск,1,5.0,42.0,8150000,3
Иркутск,3,23.0,42.0,8200000,1
Иркутск,6,16.0,41.9,8200000,1
Иркутск,7,12.0,41.0,8150000,1
Санкт-Петербург,4,17.0,42.0,8200000,1
Иркутск,4,21.0,42.0,8250000,1
Краснодар,5,5.0,42.0,8500000,3
Краснодар,3,5.0,42.0,8600000,2
Иркутск,1,12.0,40.0,8600000,1
Иркутск,23,24.0,42.0,9500000,1
Санкт-Петербург,18,19.0,40.0,10000000,1
Иркутск,10,14.0,41.0,9998000,1
Москва,7,22.0,40.9,11500000,1
Краснодар,9,9.0,41.0,11800000,1
Иркутск,8,16.0,40.6,12600000,1
Иркутск,8,16.0,40.6,12600000,1
Иркутск,7,12.0,42.0,5100000,1
Иркутск,6,17.0,40.0,5299000,1
Иркутск,12,12.0,40.2,5300000,1
Иркутск,8,17.0,40.0,5350000,1
Иркутск,10,17.0,40.0,5377000,1
Иркутск,4,14.0,40.0,5450000,1
Иркутск,5,12.0,40.0,5600000,1
Иркутск,18,22.0,40.0,5600000,1
Иркутск,10,17.0,40.0,5700000,1
Иркутск,14,22.0,40.0,5800000,1
Иркутск,3,17.0,40.0,5900000,1
Иркутск,4,17.0,42.0,5990000,1
Краснодар,2,5.0,40.0,6000000,1
Иркутск,1,9.0,42.0,6000000,3
Краснодар,1,5.0,41.5,6000000,2
Иркутск,3,12.0,40.8,6000000,1
Иркутск,17,17.0,40.0,6050000,1
Санкт-Петербург,21,25.0,40.0,6100000,1
Иркутск,2,17.0,40.0,6100000,1
Иркутск,10,24.0,40.4,6200000,1
Иркутск,3,7.0,41.0,6250000,1
Иркутск,14,14.0,40.0,6300000,1
Иркутск,11,25.0,40.0,6400000,1
Иркутск,4,14.0,40.1,6500000,1
Иркутск,18,24.0,42.0,6500000,1
Иркутск,10,16.0,41.0,6550000,1
Краснодар,5,9.0,42.0,6600000,3
Санкт-Петербург,13,17.0,40.0,6700000,1
Иркутск,2,12.0,40.0,6700000,1
